3.26873814,-0.038235294,29.69246223,28.7471023,-24.21367412
3.045303605,0.011176471,6.121127899,-7.548360552,-25.25542908
3.060246679,0.015294118,-10.51115321,-9.450476498,5.413922499
3.30028463,-0.044117647,24.41288108,-0.675351161,10.36700933
3.157969639,0.012941176,29.51769706,29.86474967,28.50027397
3.295066414,0.016470588,-29.99836589,29.97181552,-29.21400545
3.121442125,0.015882353,-0.977042035,2.884810626,-8.667239751
3.334677419,-0.043529412,4.428219069,-11.92862847,-0.80113524
3.258064516,-0.043529412,-16.23093742,3.51486936,9.262245412
3.027988615,0.007647059,-29.94167474,29.98207964,28.83863562
3.077798861,0.003529412,29.61318007,-29.71099779,-28.64698946
3.071394687,0.007647059,7.651970886,-23.32274986,-29.59314241
3.221526377,0.0132,-13.71371541,15.15729901,8.044844011
3.190227704,0.002352941,-6.055570121,-19.22714009,2.865409997
3.349620493,-0.049411765,29.92000388,-29.97576567,29.02735435
3.340132827,-0.045294118,29.66804224,23.0622664,-13.88203344
3.050521822,0.032941176,2.70782669,9.112917952,-12.02524694
3.156072106,0.009411765,-15.07781046,-8.293810656,0.13009151
3.136385199,0.000588235,15.89926071,18.90401462,8.731527586
3.19544592,0.004117647,29.95804509,29.77629241,29.94577734
3.282969639,0.010588235,-29.99783078,-29.85420644,-19.56717968
3.288187856,0.009411765,-15.49520627,-6.971732543,-29.9018916
3.278225806,0.008823529,13.01859967,16.64926271,7.159769253
3.235294118,0.002941176,-25.47020628,1.421940909,3.875998758
3.283681214,-0.042941176,-29.73666646,-29.98791973,23.99761533
3.240037951,-0.047647059,-1.575274302,-1.124471247,-3.817167057
3.281072106,-0.048823529,1.083982015,-6.634031943,-4.766856883
3.315939279,-0.045294118,-3.998930285,15.75245227,-0.475840613
3.260910816,-0.022941176,15.73966556,-14.02176786,6.296486235
3.364800759,-0.047647059,23.69222864,-29.39562267,7.364019818
3.17670778,0.008823529,-29.8973908,13.36912942,8.130947282
3.249288425,-0.031764706,0.886532455,11.64264531,-28.53117303
3.223002452,-0.011426244,11.12224764,-7.321497994,7.619654845
3.058823529,0.007647059,3.577900271,16.10312234,4.789607242
3.065227704,0.009411765,-29.96725174,29.70342106,16.32199873
3.344639469,-0.05,-10.26417853,0.775597773,-14.15525054
3.442125237,-0.048823529,1.543751457,-6.673284454,-8.425320623
3.170777989,0.005882353,13.37624102,4.151831758,-0.199997748
3.30455408,-0.023529412,-10.65262805,-21.80178425,9.196850656
3.394924099,0.011176471,-21.58283905,-28.60708504,15.27605949
